OrderID|ProductID|UnitPrice|Quantity|Discount
103640|3751|251.96|99|0.15
101228|9439|348.41|77|0.05
106397|2961|259.51|71|0.15
100376|7708|28.06|78|0.0
100197|6574|285.88|16|0.2
102719|2987|425.82|84|0.15
109540|8424|303.45|13|0.0
104755|4823|391.64|60|0.05
108132|4173|142.41|92|0.05
107679|1555|135.1|43|0.1
109457|2169|432.33|23|0.0
103669|4869|200.04|26|0.15
109280|5173|113.38|97|0.1
106785|3242|179.02|38|0.05
101694|9841|448.12|18|0.1
108277|7104|399.98|79|0.0
108367|1830|304.74|10|0.05
106799|8334|24.77|21|0.1
107158|2290|349.28|90|0.0
104008|6873|414.43|82|0.05
102684|2362|454.88|15|0.2
100946|9432|88.22|3|0.15
102195|3289|46.71|30|0.0
100481|6988|32.21|50|0.15
109229|6188|465.63|75|0.2
109311|5363|142.07|17|0.15
102356|4831|125.29|7|0.1
103998|2092|469.36|81|0.0
108985|1200|13.6|35|0.0
107000|3836|489.39|81|0.15
106178|4796|187.97|93|0.2
102941|6604|237.18|51|0.0
103432|6531|464.27|7|0.05
103267|6016|196.94|49|0.15
109841|278|326.69|62|0.15
108970|4326|426.97|95|0.1
103312|2950|61.27|49|0.05
106374|4405|218.17|47|0.05
106860|5535|479.74|65|0.05
107240|8603|236.74|49|0.2
100531|4639|343.16|2|0.05
102303|4023|438.89|96|0.2
101748|4118|253.72|99|0.05
102597|5138|382.54|12|0.1
104829|376|171.99|10|0.1
109620|4551|288.72|2|0.15
106567|8492|23.91|35|0.2
105238|8219|30.79|67|0.1
103898|3452|72.91|19|0.15
109797|3068|283.38|39|0.15
103409|3330|341.86|70|0.05
102295|241|427.54|45|0.0
101934|5629|461.31|62|0.0
106331|171|259.9|63|0.15
105707|4689|107.03|2|0.2
107162|3917|409.93|64|0.15
100212|3128|105.53|46|0.0
106787|4626|210.14|47|0.05
102715|9511|312.9|84|0.0
104395|570|443.61|37|0.05
102981|4757|356.75|42|0.0
100628|4564|181.79|59|0.05
101488|7078|164.23|36|0.1
101513|8695|282.87|56|0.2
106300|7108|218.73|3|0.05
106216|9292|319.5|47|0.15
109536|3845|331.04|66|0.15
100617|971|81.95|92|0.1
109649|8223|158.31|5|0.2
109705|7220|311.01|72|0.05
101732|4429|243.14|62|0.2
105973|4495|420.87|39|0.2
100007|1946|117.56|79|0.05
100467|8925|455.76|63|0.05
105841|6851|22.83|68|0.1
107553|7704|225.09|51|0.15
103601|2662|77.16|31|0.0
107453|8853|189.09|65|0.2
104925|2270|82.47|22|0.1
105186|291|466.71|47|0.2
106840|2384|186.13|10|0.0
101509|4536|137.61|54|0.05
101755|6424|225.5|10|0.15
100063|9541|291.4|66|0.15
100422|5415|166.82|47|0.05
109930|2909|155.01|38|0.05
100026|3054|43.43|4|0.0
103001|6334|392.92|43|0.0
109150|2679|316.91|74|0.1
107669|2681|49.23|19|0.0
104036|5991|282.22|59|0.0
106126|1670|471.64|56|0.2
109850|5271|184.86|89|0.05
107168|1192|335.7|83|0.1
105019|8633|343.62|53|0.2
101752|4963|415.7|66|0.15
106900|7140|493.55|25|0.1
102284|2541|210.38|22|0.05
102384|9708|359.61|46|0.2
103319|7490|476.43|16|0.2
107489|5539|27.25|25|0.0
108555|8798|481.62|71|0.2
106858|7136|425.97|90|0.05
106307|1006|257.49|23|0.15
109059|1747|29.24|4|0.0
103988|593|103.7|93|0.1
107433|1599|49.46|51|0.0
104504|4526|274.74|71|0.0
101391|7531|243.41|98|0.2
100818|7845|164.04|16|0.0
105431|4864|215.06|95|0.0
106062|5834|62.23|41|0.1
106675|9707|159.67|4|0.05
103009|4277|469.06|78|0.15
103034|2796|248.17|47|0.1
108813|8421|410.32|34|0.1
108785|3084|168.31|73|0.0
100488|2720|48.07|37|0.15
106545|6736|201.7|75|0.0
107764|4324|189.87|11|0.0
101711|458|386.51|24|0.2
101450|241|50.03|85|0.1
104578|1158|359.41|95|0.0
109701|8478|426.48|82|0.0
101571|4865|210.37|77|0.1
109000|5871|201.66|8|0.1
102793|6104|407.06|81|0.0
102683|2581|41.85|91|0.05
102424|3832|414.72|92|0.0
102666|7742|335.1|91|0.2
104347|8065|201.05|17|0.15
108334|3604|170.01|12|0.0
108077|998|65.69|98|0.0
105407|4188|201.5|83|0.2
103511|3781|464.13|100|0.05
104521|4016|235.62|7|0.05
108425|9987|290.11|99|0.1
104446|6237|38.82|30|0.0
105824|9161|36.56|12|0.15
107474|1255|157.07|43|0.2
109355|3548|118.31|12|0.15
100449|1715|445.96|52|0.0
108140|7827|360.95|44|0.0
104964|1480|318.47|33|0.2
105611|6120|36.02|15|0.1
102146|5328|176.87|63|0.15
107738|9039|66.21|59|0.1
102697|8086|92.38|60|0.15
103725|4448|31.5|31|0.05
105715|4845|365.47|88|0.2
106015|9954|93.97|87|0.0
105759|1797|251.01|60|0.05
101407|5987|124.65|51|0.05
102174|1295|432.52|71|0.1
109857|8804|287.13|8|0.0
103772|9974|472.89|22|0.1
101945|7540|148.7|86|0.1
105225|4226|486.12|92|0.05
107828|9333|174.94|73|0.15
108090|1671|119.76|72|0.1
105918|8474|73.9|49|0.2
109227|8117|393.89|90|0.1
107176|6988|433.91|60|0.15
107147|5555|136.12|93|0.2
107990|3718|53.3|18|0.0
108992|7042|189.35|94|0.05
109978|3617|495.92|11|0.05
102217|7218|161.55|43|0.05
108993|1363|211.02|23|0.2
104287|9265|193.95|22|0.15
100538|2281|140.19|52|0.0
109182|4120|326.96|59|0.1
109359|1178|374.08|77|0.1
100440|7564|166.54|87|0.05
108668|5391|358.57|61|0.0
103518|7353|149.79|31|0.0
103992|146|213.91|41|0.05
109651|3091|422.33|62|0.1
107179|8322|344.03|23|0.1
106225|7677|251.49|59|0.05
109889|6855|373.33|66|0.2
106899|6780|145.13|23|0.15
102232|3576|68.73|96|0.0
109901|9373|167.52|33|0.0
104513|2791|73.57|69|0.15
108334|7103|412.82|90|0.05
107412|9402|425.13|91|0.15
102406|9857|410.43|34|0.0
108671|2143|252.36|21|0.0
101183|4181|257.31|77|0.1
102086|5148|37.9|83|0.1
103192|1620|474.64|18|0.0
104760|5114|485.56|44|0.15
106486|2263|374.45|13|0.05
100220|1996|183.78|26|0.1
105938|2453|305.63|5|0.1
102233|9672|467.69|24|0.0
107636|8019|217.49|72|0.1
108765|9014|473.59|16|0.15
106065|1455|461.59|8|0.15
104402|1582|179.3|86|0.15
107333|4765|168.81|77|0.15
102614|9964|393.48|89|0.05
108928|4577|263.79|59|0.2
108995|3766|100.77|19|0.2
104528|614|131.66|37|0.15
106067|6291|495.55|93|0.15
100159|790|53.53|33|0.05
104367|84|72.18|85|0.1
102312|1081|260.5|79|0.2
108394|7699|98.75|38|0.1
102165|7517|126.75|85|0.05
105548|7711|268.92|2|0.1
108136|9829|271.35|99|0.15
103985|3681|144.18|17|0.15
103076|8255|134.35|92|0.0
105568|6157|432.05|16|0.2
102769|4841|176.52|45|0.15
103308|5884|296.44|21|0.1
108785|1353|295.42|10|0.15
107701|4381|393.59|94|0.05
100840|2105|377.06|93|0.0
107304|4143|249.44|96|0.0
102339|8844|221.98|6|0.1
107121|6744|203.67|28|0.05
104644|2334|342.31|13|0.2
108597|8460|103.7|11|0.05
100506|1375|433.29|36|0.0
100936|8502|137.75|78|0.05
108913|2930|101.82|75|0.15
108938|8088|352.38|83|0.15
107282|256|299.78|57|0.15
105462|5333|371.32|60|0.0
106482|8939|19.09|91|0.05
103381|958|19.39|32|0.15
107832|6799|153.72|52|0.0
106039|9136|488.72|71|0.2
107535|1549|77.19|24|0.2
109965|1946|126.05|4|0.15
107773|5722|289.67|75|0.15
104154|3292|467.23|28|0.1
100487|3520|414.35|26|0.1
107869|5154|451.11|10|0.15
108974|3813|121.14|54|0.0
101093|1571|203.0|49|0.15
104327|7747|204.59|83|0.2
109644|2395|323.29|48|0.2
109977|3970|347.0|98|0.2
101373|4467|284.86|27|0.05
108618|8622|99.24|67|0.0
102146|567|426.28|86|0.2
106835|576|186.48|45|0.0
107495|3147|426.83|13|0.1
107647|1186|241.9|73|0.0
101595|5740|143.24|26|0.1
107769|2519|253.21|79|0.05
106266|7008|432.68|85|0.15
101589|6624|218.13|29|0.0
107464|8732|117.68|11|0.05
105618|395|60.35|18|0.1
104384|2079|369.16|88|0.0
103054|6176|137.3|75|0.1
103369|3613|77.91|69|0.1
103146|8325|131.67|26|0.0
101423|6143|390.13|30|0.05
103994|1889|215.92|87|0.0
101233|1336|325.31|45|0.2
102827|1235|444.68|13|0.15
108638|5586|191.19|84|0.0
106700|415|384.26|42|0.2
107092|3204|374.33|19|0.1
105808|6707|468.34|82|0.2
106457|9507|104.14|42|0.15
109307|2789|356.57|80|0.1
106149|7536|220.73|51|0.0
106320|5993|83.87|59|0.1
102940|9050|57.89|13|0.05
103583|1790|328.59|1|0.05
109812|3356|248.5|33|0.2
102045|9435|389.98|90|0.15
101474|5882|295.6|53|0.05
107114|4423|321.15|90|0.0
107581|8574|205.05|96|0.05
101629|5967|105.9|48|0.0
105690|403|441.58|11|0.05
105775|9190|194.93|47|0.05
107260|3581|356.7|51|0.05
100919|5996|423.01|90|0.1
108809|3692|65.19|10|0.2
101370|9955|137.62|73|0.2
106930|195|360.46|72|0.0
107913|3713|450.14|87|0.0
102331|5457|451.17|3|0.15
107945|3295|189.15|27|0.0
108299|8331|408.47|31|0.1
101845|1954|39.48|9|0.2
108089|3528|131.54|91|0.1
102461|4762|485.54|60|0.2
107163|9287|246.99|50|0.0
108157|8798|359.08|67|0.0
103584|1004|19.28|84|0.05
100987|2463|308.42|28|0.2
102249|2295|390.19|97|0.0
103330|9963|407.05|61|0.05
105378|9273|82.05|50|0.15
104997|7964|477.33|28|0.15
100889|5677|79.55|42|0.05
107066|9641|281.68|7|0.0
109531|3893|454.79|49|0.0
102556|8978|158.11|12|0.15
101063|2226|190.31|4|0.0
108854|101|243.14|88|0.1
109881|4062|70.13|27|0.2
103855|2275|378.32|60|0.15
102755|2631|332.96|66|0.0
105453|1537|252.65|27|0.2
102082|7224|383.64|66|0.0
102050|6119|140.68|7|0.0
101167|5088|383.36|84|0.2
107782|6055|276.85|92|0.2
103311|3207|287.7|39|0.0
105746|9406|26.03|52|0.2
102632|2041|16.31|17|0.15
104566|320|102.45|78|0.2
109131|1800|271.91|72|0.2
101185|4474|65.94|36|0.1
108453|4865|381.73|15|0.15
108241|7251|387.14|22|0.15
108360|7366|41.84|82|0.15
105815|9031|34.28|28|0.1
103768|3479|405.01|27|0.2
107268|5263|136.47|98|0.15
108916|4771|154.07|20|0.15
103646|1747|432.44|49|0.2
106057|6134|422.24|67|0.2
108645|7303|453.91|19|0.2
103975|1246|195.85|36|0.15
105923|3445|200.34|39|0.0
100167|9021|71.02|8|0.0
100880|7749|134.66|11|0.1
102858|4329|351.25|34|0.2
105718|8873|448.11|11|0.1
100163|3588|420.92|8|0.15
106483|1115|242.22|2|0.05
109800|6919|411.16|80|0.05
105298|2852|178.97|40|0.15
107580|6486|313.88|47|0.15
104071|2678|252.87|92|0.2
104125|858|353.23|99|0.2
103324|7714|141.21|1|0.0
102423|105|344.24|88|0.05
101627|3018|41.16|95|0.2
106371|958|100.67|78|0.1
100614|5760|356.4|14|0.05
101763|4169|446.8|60|0.15
100935|3245|461.54|65|0.1
109429|8267|295.01|54|0.2
101186|3948|155.21|18|0.1
109315|885|144.09|29|0.05
107987|2626|367.14|61|0.05
109915|7163|217.64|63|0.05
101087|4967|268.28|26|0.05
108738|5350|363.27|75|0.2
109455|555|105.64|4|0.1
103511|6846|138.17|87|0.2
100388|839|333.66|17|0.05
104573|6195|397.38|24|0.1
109997|9254|387.53|32|0.15
107780|5776|478.9|33|0.05
109430|1004|234.39|26|0.2
102246|6789|28.08|55|0.05
101679|19|398.27|48|0.15
105361|4229|331.46|80|0.2
103820|2179|294.29|5|0.05
101541|9056|49.34|22|0.0
102797|6081|470.66|59|0.1
102218|2365|64.14|59|0.0
103730|6605|341.05|34|0.1
102431|8687|131.36|60|0.15
101749|2724|335.53|83|0.1
100308|4405|457.37|88|0.05
105688|8710|358.44|96|0.2
103957|2657|197.12|22|0.15
106347|9054|305.14|57|0.2
102346|2050|342.12|15|0.15
109200|5025|236.54|100|0.2
109534|4000|157.98|74|0.2
109859|4027|10.48|34|0.1
100712|3246|24.81|58|0.2
103914|6501|312.39|81|0.1
103347|3700|276.09|78|0.05
106201|263|88.16|81|0.2
108852|7732|231.47|42|0.2
103061|3957|178.94|10|0.15
101980|7846|355.08|85|0.1
101852|3907|137.7|53|0.15
105116|3322|43.67|100|0.0
101466|6061|32.83|3|0.15
106309|7331|419.08|47|0.15
106397|9864|381.33|74|0.2
101236|5522|279.06|58|0.0
106289|2544|161.99|75|0.2
109654|7570|249.68|88|0.0
101185|4893|321.71|79|0.1
106464|3964|435.74|12|0.0
107758|2344|92.6|1|0.15
100289|2590|137.37|36|0.15
105541|4859|410.76|80|0.15
106012|2478|344.56|34|0.15
102154|7552|176.8|35|0.0
105571|3922|99.37|86|0.2
105571|9263|189.78|83|0.1
102116|8167|119.89|64|0.15
104446|2926|175.1|20|0.05
103974|7518|474.48|85|0.2
102826|1783|449.73|71|0.1
108529|543|333.75|52|0.05
107990|9796|417.4|82|0.1
100585|5000|110.42|25|0.2
101142|478|285.03|98|0.2
103106|527|268.32|75|0.1
106836|5350|276.26|80|0.1
108710|6071|453.12|16|0.05
108080|9581|155.97|35|0.1
100719|6386|17.05|75|0.05
105658|5153|336.41|45|0.15
100573|8682|28.56|21|0.15
101848|582|236.58|16|0.0
103510|87|171.47|39|0.0
104305|6443|370.26|97|0.0
102199|7691|224.9|41|0.05
103198|4306|173.99|35|0.15
108858|8409|141.12|60|0.15
103624|3121|394.25|67|0.05
106544|433|56.42|59|0.05
103072|3260|361.29|34|0.0
102746|9912|120.47|90|0.2
109617|5753|158.65|75|0.2
100360|4211|141.18|20|0.1
107579|1916|445.8|20|0.2
103772|1079|91.56|50|0.0
102177|3668|297.28|89|0.05
102856|796|118.29|72|0.1
106277|6694|445.83|55|0.1
108022|6109|81.84|71|0.15
106288|314|491.34|84|0.15
